A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF
0.00010879,-0.0011463,-0.00011226,-0.00060932,0.00020325,0.00078828,0.00022322,0.0012396,0.00087072,-0.0006389,0.00051414,0.00066462,0.00026108,-0.00091125,0.00043479,2.31E-11,5.89E-09,9.62E-09,1.26E-09,3.83E-09,9.86E-09,1.60E-10,9.47E-09,3.35E-09,1.64E-09,6.97E-10,7.94E-09,3.31E-09,5.49E-09,7.21E-09,0.00050665,0
0.00058278,0.00046662,-0.00045278,0.00045995,-6.49E-05,-0.00040246,0.00027928,0.00047272,-0.0007855,0.00043961,-1.72E-06,-0.00093094,-0.00079741,-4.70E-05,-0.00052919,9.00E-10,9.84E-09,8.60E-09,4.60E-09,4.67E-09,3.73E-09,3.23E-09,9.06E-09,1.00E-08,7.70E-09,7.16E-09,6.60E-09,8.51E-09,4.54E-10,5.22E-09,-0.00059667,1
-0.00023527,-0.00037167,-0.00016058,0.00029409,-0.00014677,-0.000148,4.23E-05,0.00019604,0.00026611,6.09E-05,-0.00022436,-0.0004861,-0.00092389,0.00098274,-0.0015534,2.40E-09,3.83E-09,4.81E-09,6.78E-09,6.28E-09,9.60E-09,6.24E-09,1.55E-09,1.53E-09,8.38E-09,3.70E-09,1.77E-09,1.59E-09,3.12E-09,1.27E-09,-0.0010583,0
-0.00021708,-0.000581,-0.00034121,0.00060931,0.00064863,0.0006465,-0.00039034,0.0016305,0.00043746,0.00017888,-0.00016678,0.00058415,0.0012114,0.00036902,0.0012838,2.50E-09,2.66E-10,3.83E-09,8.08E-09,2.47E-09,8.88E-09,7.48E-09,3.74E-09,8.71E-09,5.59E-09,7.44E-11,8.66E-09,4.55E-09,9.13E-09,3.71E-09,0.00085084,1
-0.00040743,0.00065548,-0.00035987,-0.0005981,0.00059553,-0.00061949,-0.00013714,-0.00059459,0.00095279,0.00078922,0.00049689,-0.00025742,-9.58E-06,0.0016062,-2.57E-06,9.19E-09,2.24E-10,6.10E-09,3.28E-09,1.76E-09,6.26E-09,5.77E-09,9.64E-09,9.10E-09,8.63E-09,5.96E-09,9.18E-09,4.57E-09,3.32E-09,9.58E-09,0.00063049,0
-0.00053467,0.00024091,-0.00013224,-0.0009166,-0.0011002,-0.00060741,-4.53E-05,0.00020452,-7.16E-05,0.00047705,-0.00062488,0.00045736,0.00027194,0.00050777,-0.00060395,7.96E-09,2.24E-09,8.18E-09,9.99E-09,8.42E-09,9.63E-10,2.32E-09,1.18E-09,8.70E-09,5.24E-09,3.93E-09,1.50E-09,8.62E-09,4.37E-09,8.97E-09,-0.00043724,0
-0.00047878,7.27E-05,0.0017334,-0.0003011,2.43E-05,-0.00053398,3.32E-05,-6.96E-05,-0.00011253,-0.00052604,-0.0020259,-0.00031614,-0.0012797,-0.00054583,0.00032685,9.00E-09,9.90E-09,9.85E-09,3.49E-10,5.98E-09,2.66E-09,8.09E-09,1.91E-09,5.36E-09,8.79E-09,6.48E-09,6.76E-09,8.30E-09,9.67E-09,5.19E-09,-0.0028679,0
0.00082626,-0.0012793,0.00014605,-0.00044004,0.00027015,7.94E-05,0.00036412,0.00025032,2.00E-05,3.09E-05,-0.00019058,-0.0020223,0.00010667,0.00095714,9.16E-05,4.44E-09,4.41E-09,6.88E-09,6.46E-09,2.16E-09,8.11E-09,7.40E-09,9.35E-09,4.54E-09,6.13E-09,1.43E-09,4.30E-09,4.33E-09,2.69E-09,8.50E-09,-0.00026745,0
-0.00045118,0.0010976,0.00046515,9.92E-05,0.00070219,0.00023305,0.00042746,-0.00026739,0.00079559,-8.53E-05,9.90E-05,-7.30E-06,-0.00063353,0.00037179,0.0006023,8.45E-09,7.49E-10,4.87E-09,9.16E-09,7.42E-09,3.23E-09,7.21E-09,2.70E-10,4.49E-09,2.16E-09,6.15E-09,3.78E-09,8.75E-09,3.51E-09,8.14E-09,-0.00015667,1
0.00067098,0.00061931,0.00081983,0.001182,0.00018461,0.00020062,0.00032505,0.0011186,0.00011887,0.00014795,0.0019491,0.00051606,-0.0011431,0.001233,0.0003623,8.57E-09,8.47E-09,1.90E-10,2.20E-09,4.99E-10,3.24E-09,7.34E-09,4.49E-09,9.34E-09,4.66E-09,4.37E-09,7.25E-09,3.57E-09,1.29E-09,4.72E-09,0.00091948,0
0.00049481,0.00038207,-0.0005284,-0.00062888,-0.00099833,0.00032806,-0.00037095,0.00054632,-0.0012945,0.00017236,0.00088659,1.41E-05,0.00024787,-0.0010949,0.00054329,5.96E-09,4.30E-09,1.56E-09,8.51E-09,4.23E-09,4.96E-09,6.23E-09,2.64E-10,8.40E-09,7.60E-11,9.51E-09,3.25E-09,8.37E-09,1.99E-10,7.40E-09,0.00093315,1
0.00098076,0.0003511,0.00030215,-0.0013526,0.00088627,0.0011036,-0.00050588,-0.000791,0.00034544,-0.00023824,-0.00025973,-0.00088247,4.69E-05,-0.00087485,0.0013809,2.73E-09,6.28E-09,6.74E-10,6.27E-09,1.76E-09,6.24E-09,6.71E-09,5.60E-09,8.50E-12,9.29E-09,2.25E-10,9.18E-09,9.90E-09,8.99E-10,5.05E-10,-1.31E-05,1
-0.00057292,-0.00024464,-0.00028712,2.96E-05,-0.00024193,0.0010681,0.001073,0.00092595,0.00013918,-0.00060002,-0.00053168,0.00018947,0.00061769,0.00069952,0.000406,4.39E-09,8.62E-09,9.87E-09,5.30E-09,5.99E-09,1.11E-09,1.71E-09,9.72E-09,7.41E-09,3.24E-09,5.82E-09,6.92E-09,6.85E-09,7.06E-09,6.75E-09,-3.37E-05,0
0.00038455,0.00069565,0.00078809,0.0004966,0.0011318,0.00075818,0.00079423,-0.0004558,-0.00073599,1.23E-05,-5.27E-05,0.00072435,0.00038095,0.0013758,3.74E-05,1.51E-10,5.99E-09,6.20E-09,2.39E-09,9.64E-11,6.41E-09,2.80E-09,7.32E-09,1.28E-09,5.24E-09,5.65E-09,7.20E-09,5.74E-10,1.95E-09,1.13E-09,0.00054463,0
0.00061241,-0.00022941,0.00098351,0.00091139,0.00070976,-0.00044644,-3.51E-05,9.28E-05,8.59E-05,0.0010918,0.00049579,-0.00047265,0.00050013,0.0010288,0.00011688,4.50E-09,1.27E-10,5.97E-09,7.59E-10,3.57E-09,6.67E-09,3.71E-09,2.01E-09,8.76E-09,2.36E-09,6.19E-09,4.61E-09,5.35E-09,2.66E-10,3.40E-09,0.00091762,0
0.00028002,0.00055161,0.00036269,-0.0010245,-0.00072741,6.34E-05,-0.0011511,-0.00049119,-0.00066448,0.0002079,0.001579,-0.00031959,-0.00090624,-0.00072195,-0.00047542,5.91E-09,9.87E-09,5.05E-09,9.56E-09,4.90E-09,8.39E-09,5.47E-09,2.10E-09,4.69E-09,7.96E-09,4.53E-09,7.54E-09,1.10E-09,2.50E-09,4.79E-09,0.00065269,0
0.00050829,0.00062517,0.00043129,0.00026072,0.0012107,0.00016114,-0.00013159,-0.00050206,0.0010418,0.0010755,0.0018836,-4.24E-05,-0.00014146,-3.03E-05,-0.00079546,5.04E-09,8.55E-09,4.88E-09,2.45E-09,5.37E-09,7.66E-11,6.26E-09,5.68E-09,7.27E-10,9.41E-09,9.80E-09,7.08E-09,3.86E-09,3.08E-09,5.78E-09,0.0018383,0
9.52E-05,-0.00027934,-4.92E-05,0.0013027,0.00050524,-0.00019567,0.00071771,-0.00025428,-0.00037933,-0.001048,-0.00060831,9.89E-06,-0.00045337,0.0010637,5.06E-05,1.03E-09,5.69E-09,6.97E-09,7.67E-09,9.87E-09,6.54E-09,6.84E-09,6.19E-09,4.55E-09,3.96E-10,4.61E-09,9.40E-09,4.51E-09,5.92E-09,8.38E-09,-0.00090462,1
0.00023154,0.00049298,5.25E-05,-6.73E-05,0.0014491,-0.00035899,-5.05E-05,0.00094812,-0.00065261,0.00097975,0.00037548,0.0013563,-0.00082797,-0.0015318,0.00028826,1.40E-09,8.79E-09,3.60E-10,1.35E-09,6.33E-10,9.55E-09,7.82E-09,9.38E-09,7.37E-09,4.85E-09,6.05E-09,6.99E-09,4.07E-10,8.69E-09,2.80E-09,-7.67E-05,0
-0.00070079,-0.00044592,0.00026328,0.0002407,0.00044067,0.00063116,-0.00088754,0.00054714,-0.00049007,-0.00040604,3.86E-05,-0.00095271,-0.00057272,9.79E-05,-0.00021963,2.89E-09,9.66E-09,8.08E-09,7.44E-09,4.52E-09,5.07E-09,1.89E-09,5.66E-09,4.59E-09,2.97E-09,5.90E-09,5.62E-09,4.54E-09,2.28E-09,8.56E-10,-0.00046311,0
-0.00048192,0.0011096,-0.00040474,0.00030814,0.00024803,-0.0013695,-0.0005886,-0.00020876,-0.00032042,-0.00078638,-0.00067604,0.00020649,0.00046429,-0.00078445,0.00032035,8.71E-09,9.10E-09,6.77E-09,5.35E-09,9.20E-09,8.90E-09,7.93E-09,9.67E-09,8.25E-09,2.30E-09,9.37E-09,2.59E-09,7.35E-09,2.08E-09,1.68E-09,9.74E-06,0
-0.0001345,0.0004372,0.00050909,-0.0004299,-0.00027223,-0.0011002,-6.76E-05,0.00068992,-0.001793,-0.00010805,8.57E-05,0.00094771,0.00086144,-0.00069416,-0.00034884,7.23E-09,3.72E-09,6.29E-09,7.45E-09,3.97E-09,5.82E-09,6.33E-09,5.72E-09,8.51E-09,6.35E-09,6.51E-09,2.80E-09,1.10E-09,9.78E-10,8.18E-09,0.00083735,1
0.0011687,0.00022896,0.00052486,0.0005697,0.0010019,-0.00022078,0.0013157,0.00075744,-0.00055834,8.47E-05,-8.06E-05,-0.0010646,-0.0003166,0.00053774,-9.25E-05,5.38E-11,2.80E-09,8.55E-09,9.33E-09,4.97E-09,9.97E-09,2.89E-09,6.36E-09,8.57E-09,6.25E-09,3.01E-09,7.99E-09,3.70E-10,4.59E-09,5.37E-09,-0.00016248,1
0.0003056,-0.00081421,-0.00016464,0.00041734,-0.00041207,-0.00063812,-0.00068117,0.00026003,0.00055562,0.00081947,-0.00012177,0.00018239,0.00022312,0.00016027,-0.00014641,3.26E-09,6.64E-09,6.13E-09,7.33E-09,7.56E-09,1.26E-09,6.40E-09,8.94E-09,2.84E-09,8.20E-09,2.28E-09,7.14E-10,3.35E-09,3.77E-09,5.34E-10,-0.00011893,0
-0.00011502,0.00034222,0.00059818,4.23E-05,5.62E-05,8.94E-06,0.00088833,0.0011588,0.00024428,0.00010603,-0.00021713,-0.0007667,0.00016112,0.00087013,0.00048923,1.02E-09,4.76E-09,9.47E-09,6.79E-09,8.01E-09,8.94E-09,6.75E-09,9.90E-09,4.00E-09,8.23E-09,7.06E-09,2.59E-10,6.69E-09,9.32E-09,1.53E-10,7.66E-06,0
-0.00064654,0.00021267,0.00025603,-0.00030548,-0.00016699,0.00076187,-3.06E-05,0.0013379,0.00011057,0.00017292,-0.00032433,0.0004299,-0.00015332,0.00034792,0.00015006,4.30E-10,2.37E-09,1.97E-09,9.98E-09,7.64E-09,1.76E-09,1.10E-09,5.21E-09,9.79E-09,6.09E-10,8.59E-10,3.51E-09,9.10E-09,2.52E-09,3.20E-09,-0.00040403,1
-0.00016409,0.0002449,0.00012912,-0.00022099,-0.00047148,-0.00031131,0.00034224,0.00021414,3.07E-05,-0.00074103,-0.00042067,0.00016362,-0.0011508,0.00047675,-0.00022093,9.31E-09,7.73E-09,5.69E-09,2.58E-09,3.75E-09,3.31E-09,3.16E-09,7.92E-09,4.44E-09,6.63E-09,9.96E-09,2.55E-09,5.21E-09,5.61E-10,5.80E-09,-0.0013604,0
1.08E-05,0.00072277,-0.00020047,0.00052427,-0.00044839,0.00031022,0.00059696,0.00050139,-0.00021534,-0.00030796,-0.00014923,0.00037925,-0.00038538,0.0007699,-0.0010067,8.62E-09,6.85E-09,6.41E-09,2.74E-10,2.56E-09,6.01E-10,7.45E-10,2.00E-09,9.80E-09,3.50E-10,6.36E-09,3.11E-09,1.29E-10,9.37E-10,7.29E-09,-0.00039069,1
-0.0005685,-0.00021285,0.00028697,0.0015524,0.00075409,-0.00041853,-0.00028599,6.43E-05,8.21E-05,0.00018639,-6.37E-05,0.00018375,-0.00096386,0.00055804,0.00035364,4.03E-10,6.43E-09,6.81E-09,6.78E-09,4.33E-09,4.39E-09,1.97E-09,2.41E-09,6.61E-10,6.44E-09,6.25E-09,7.97E-09,6.13E-09,1.07E-09,2.52E-09,-0.00079953,0
0.0016698,-3.24E-05,-0.00083333,-0.00019929,0.00086363,-0.0012943,6.45E-05,-0.00031912,-0.00048897,0.0011966,-0.00042478,0.0012751,5.49E-05,-0.00051678,0.00039212,5.66E-09,6.49E-09,7.04E-09,5.21E-09,5.69E-09,5.51E-10,3.28E-09,3.25E-09,1.04E-09,1.15E-09,1.88E-09,6.00E-09,7.15E-09,4.57E-09,1.11E-09,-0.00022362,0
8.32E-05,-0.00056227,-6.57E-05,-0.00030142,0.00092022,-0.00049476,-0.0010863,-9.10E-05,0.0001942,0.00046674,6.11E-05,-0.00094212,-0.00080238,-1.18E-05,-0.00024363,8.72E-09,3.42E-09,1.23E-09,1.59E-09,9.96E-09,8.35E-09,7.67E-09,5.61E-09,6.98E-09,5.79E-09,5.16E-09,9.68E-09,6.35E-10,9.59E-10,1.00E-09,-0.00059101,1
0.00081894,0.00017309,2.89E-05,-0.00067763,0.00030256,-0.00044656,0.0012608,0.00049232,0.00064462,-0.0010967,0.0008082,-0.001677,0.0002154,-0.00030982,8.27E-05,6.22E-09,7.30E-09,1.41E-09,4.67E-09,5.55E-09,9.13E-09,7.22E-09,6.73E-09,2.31E-09,6.66E-10,7.53E-09,4.49E-09,1.10E-09,8.77E-09,3.66E-09,0.00097419,0
-0.00033882,0.00064568,-0.000169,-1.83E-05,-0.00022938,-0.0011003,-0.00039039,0.0017029,-0.00025898,0.00078717,0.00050257,-5.68E-05,-0.00060178,-0.0005405,1.72E-05,5.29E-09,8.33E-09,8.89E-09,1.99E-09,5.70E-09,2.79E-09,9.11E-09,9.08E-09,4.24E-09,5.50E-09,7.36E-09,5.29E-09,2.99E-09,9.82E-09,8.73E-09,2.75E-05,1
-0.00083624,-0.00091527,0.00017849,8.86E-05,-5.43E-05,-0.00090364,0.00025752,-0.00012717,0.00019099,-0.00036204,-0.00037325,-0.00067442,-0.00026209,-0.0014729,-0.0001921,4.09E-09,8.66E-10,5.50E-09,7.65E-09,5.76E-09,8.66E-09,6.60E-10,4.20E-09,8.45E-09,9.34E-09,2.53E-09,9.65E-09,2.97E-09,2.35E-09,8.06E-09,-0.00071975,1
-0.0009154,-7.08E-05,0.00013321,0.00018008,-8.50E-05,5.93E-05,-6.83E-05,0.00018177,-0.00037821,0.00062342,-0.00010699,0.00037059,0.0012616,-0.00074685,0.00054614,9.91E-09,3.14E-09,6.30E-09,4.27E-10,6.97E-09,9.44E-09,3.03E-09,7.91E-09,9.04E-09,9.77E-09,7.47E-09,7.86E-09,3.96E-09,3.22E-09,9.33E-09,0.00093655,0
-0.00075421,-0.00053705,-0.00081427,-2.19E-05,-0.00077671,-0.00038383,0.00011159,0.00074596,-0.00039217,0.00022276,0.00010177,-0.00012035,-0.00042814,-0.00029203,-0.00073305,1.87E-09,2.75E-09,8.99E-09,3.08E-09,4.75E-09,4.09E-09,1.79E-09,7.71E-09,6.20E-09,1.36E-09,2.07E-09,5.26E-09,4.91E-09,5.76E-09,6.96E-09,-0.00046489,0
-0.00043063,-0.00065505,0.00052831,-0.00056389,-0.0004623,0.00013642,-0.00092952,-0.00017099,0.00061411,-0.0010753,-0.00040873,-6.44E-05,0.00015658,0.00076561,-0.00074454,1.24E-09,7.28E-09,3.94E-09,1.61E-09,4.65E-09,3.29E-09,3.90E-10,4.05E-09,8.89E-09,8.84E-09,1.75E-09,2.57E-09,3.95E-09,8.63E-09,3.92E-09,-0.00041047,0
0.00057167,3.99E-05,-0.0006179,0.00069432,-0.00022112,-0.00070704,5.46E-05,2.96E-06,-0.00018844,0.0003317,-0.00038834,0.00067101,-0.00030216,0.00082441,-0.00028954,9.14E-09,9.78E-11,7.36E-09,2.12E-09,7.41E-09,1.12E-09,5.08E-09,1.63E-09,1.78E-09,3.56E-09,7.64E-09,8.55E-09,3.69E-09,9.10E-09,6.48E-10,-0.00062327,0
-0.0003204,0.00020907,0.0004692,5.62E-05,-2.31E-05,-0.00043538,0.000694,-5.39E-05,-0.00039053,0.00080432,5.39E-05,0.0010034,-0.00013636,-0.00040023,-0.00027857,7.52E-09,5.02E-09,1.99E-09,3.03E-10,8.59E-09,9.17E-09,5.68E-09,8.97E-09,6.26E-09,4.12E-09,1.82E-09,5.15E-10,7.83E-09,6.90E-09,6.16E-10,-3.28E-05,1
-0.00011588,3.18E-05,-4.72E-05,-0.00059853,0.00033109,0.00013754,-0.00030185,-0.0008815,-0.00093802,-0.00021831,0.00034875,0.00014284,0.00023003,-0.00020466,-0.00051007,9.64E-09,9.18E-09,6.12E-11,3.36E-09,6.13E-09,2.82E-09,3.00E-09,2.87E-09,1.25E-09,1.09E-09,2.35E-09,5.45E-09,7.84E-09,1.88E-09,4.21E-09,0.00055449,0
0.0012597,0.00021803,0.00026724,-0.00087231,-0.00089717,-0.001166,-0.00027622,-0.00066041,-0.00062642,0.00080032,0.00058683,-0.00086161,0.00031961,0.00099512,0.00039813,5.50E-09,9.62E-09,5.75E-09,2.16E-09,6.65E-09,9.48E-09,4.51E-09,6.59E-09,6.41E-09,7.10E-09,7.22E-09,1.61E-09,6.98E-09,2.98E-09,5.38E-09,0.00071002,1
0.00048403,-0.00077043,-0.00011677,-0.00045685,0.00035069,-0.0013798,0.00039704,-0.00010908,-0.00026263,0.00063535,-0.00015488,9.74E-05,-0.00097603,0.00053732,0.00092495,2.41E-09,4.10E-09,6.47E-09,7.76E-10,4.37E-09,5.84E-09,7.19E-09,5.00E-09,1.62E-09,4.07E-09,8.98E-09,5.88E-09,9.85E-09,9.35E-10,2.43E-09,-0.0010423,0
-0.00043646,0.0011548,-1.97E-05,0.00061872,0.0013784,0.00029925,-0.00060096,-1.82E-05,-0.00085224,-0.00084064,0.00049878,7.93E-05,0.00077647,-0.0013418,0.00028682,1.53E-09,2.74E-09,8.41E-10,9.58E-09,1.00E-10,5.94E-09,8.34E-10,2.76E-09,7.11E-09,4.14E-09,1.45E-09,6.41E-09,9.96E-10,7.41E-09,3.50E-09,0.001482,1
-3.51E-05,0.0013157,-0.00036581,0.00016384,-0.00020315,0.00092278,0.00018399,0.00098855,-0.00063673,-0.0001849,-0.00034726,0.00013423,-0.00018174,-8.76E-05,0.00032185,7.24E-09,3.88E-10,6.12E-09,3.54E-09,6.01E-09,5.06E-09,2.87E-09,1.94E-09,3.59E-09,5.39E-10,6.01E-09,8.37E-09,5.83E-09,6.18E-09,2.39E-10,-0.00026151,0
-0.00010742,-0.00040875,0.0011864,-0.0010608,0.00086127,-0.0011336,-5.73E-05,-0.0011351,-9.73E-05,-0.0011501,0.00043411,-0.00056043,-0.00018205,-0.0013182,0.00050881,6.79E-09,7.84E-09,2.34E-09,1.17E-09,5.72E-09,1.88E-09,7.50E-09,6.20E-09,2.37E-09,3.23E-09,7.11E-09,3.75E-09,5.03E-09,1.56E-09,5.07E-10,0.00028065,0
-0.00046415,-0.00025093,0.00065613,0.00037172,-0.00040333,0.00032607,0.00028849,0.0002981,-0.00029319,0.00036533,-0.00044632,-0.00039016,0.00051881,0.00041693,-0.00025877,4.75E-09,6.23E-09,9.62E-09,8.63E-09,7.55E-09,7.31E-09,9.47E-09,6.77E-09,8.62E-09,7.72E-09,4.98E-09,9.35E-09,1.22E-09,2.61E-09,5.35E-10,-6.29E-05,0
-0.00053592,0.000805,-0.00058098,0.00088017,-0.00088854,0.00073459,-0.00044093,0.0010409,-0.00056025,0.00063461,0.00055317,0.00076085,-0.000866,-0.00088171,-6.83E-05,3.53E-09,7.96E-09,1.58E-10,4.34E-09,2.32E-09,9.41E-09,3.33E-09,9.25E-09,1.23E-09,3.81E-09,7.16E-09,9.96E-10,3.54E-09,8.93E-09,4.06E-09,-0.00020933,1
-0.0001582,5.07E-06,0.00031217,0.00016318,0.00040425,-0.0012157,-0.00046562,-0.00014397,0.0002318,-0.00089991,1.96E-05,0.00039917,0.00048029,0.00011733,-0.00056442,5.53E-09,3.26E-09,7.42E-09,7.12E-09,1.66E-09,1.71E-10,4.89E-09,4.00E-09,9.38E-09,7.26E-09,5.50E-09,3.86E-09,9.24E-10,7.30E-09,2.79E-09,0.00047486,1
4.21E-05,0.0015809,-0.00099288,-0.0016547,-0.00084289,-0.00014953,-0.00092779,0.00054601,-0.00018053,-0.0017466,-0.00016858,0.00014726,-0.00089162,0.00012424,0.00091979,9.54E-09,4.13E-09,6.62E-09,8.91E-09,2.06E-09,2.60E-09,7.43E-09,5.73E-09,8.00E-09,1.24E-09,3.69E-09,9.31E-09,6.12E-09,3.59E-09,7.49E-09,-0.00073535,1
-0.00014658,-5.00E-05,-0.0003816,0.0002445,-0.00043394,0.00025678,-0.00018283,-8.94E-05,0.00011645,0.00021804,0.00094917,-0.0002042,-0.00023987,-0.00082801,0.0013904,3.75E-09,9.57E-09,9.07E-09,2.97E-09,1.13E-09,2.59E-09,6.11E-09,1.28E-09,3.18E-10,5.20E-09,9.03E-10,6.13E-09,7.82E-09,1.64E-09,4.02E-09,0.00058164,1
-0.0008064,-2.15E-05,-0.00067958,-0.0004359,0.00053074,-8.97E-05,-0.00027271,-1.31E-05,-0.00041205,0.00019711,-0.00062587,-0.00081037,0.00078947,-0.000833,0.00039041,7.06E-09,2.30E-09,5.97E-09,7.45E-09,5.69E-09,3.84E-10,5.27E-09,2.69E-09,6.01E-09,7.42E-09,4.66E-09,6.65E-09,6.79E-09,9.41E-09,6.69E-09,0.00016819,1
0.001563,0.00067623,0.00039899,-0.0011849,-0.00090445,0.00030086,0.00079862,0.0010373,-0.00055538,-6.16E-05,-0.00063078,0.0010837,0.00011157,0.00080791,-0.00043346,9.77E-09,6.96E-09,2.74E-09,1.47E-09,6.94E-10,8.12E-09,2.88E-09,3.41E-09,8.79E-09,5.83E-09,1.73E-09,7.50E-09,7.87E-09,6.91E-09,7.64E-09,-0.00047495,1
0.00022193,8.80E-05,-0.00025947,0.00079433,0.00065046,-0.00047211,4.28E-05,-0.00049174,0.00071749,0.00014005,-0.00085122,-0.00041653,-0.00046176,0.0012763,0.0010078,3.92E-09,7.20E-09,1.60E-10,7.56E-09,5.30E-09,4.46E-09,3.90E-09,8.76E-09,4.60E-09,3.02E-09,2.28E-09,8.00E-09,9.18E-09,2.50E-09,7.23E-09,-0.0010455,1
-0.00052041,0.00064978,0.00079123,0.00022068,-0.00036861,0.0010213,-0.00030079,-6.05E-05,0.00020134,-0.00014102,-0.00038518,-0.00030335,-0.00045697,0.00087574,-2.52E-05,1.02E-09,4.10E-09,9.39E-09,9.73E-09,1.14E-09,7.16E-09,6.30E-09,2.51E-09,9.96E-09,8.51E-09,2.74E-09,9.17E-10,7.44E-09,3.05E-09,7.21E-09,-0.00066382,0
4.62E-06,0.0012626,0.00087004,-0.00038309,-0.00010824,0.00092412,0.00044709,-0.0011754,-0.00039186,-0.00099331,0.00040205,0.00071714,0.001024,0.00040355,0.00060659,6.80E-09,7.74E-09,9.20E-10,9.83E-09,2.80E-09,3.28E-09,1.34E-09,5.04E-09,6.51E-09,3.43E-09,2.48E-09,3.55E-09,6.87E-09,2.11E-09,6.59E-09,0.0014217,1
0.0006448,0.00096428,-0.00019097,-0.0004595,-0.00015009,9.20E-05,0.0006065,0.00058785,-0.0016309,0.00050472,-0.00075002,6.85E-05,-0.00045565,0.0010776,0.0011247,5.73E-09,2.10E-09,1.73E-09,3.02E-09,9.72E-09,1.96E-09,4.50E-09,9.00E-09,6.49E-09,6.54E-09,5.43E-09,2.09E-09,3.08E-09,9.62E-09,4.75E-10,-0.00090511,0
-1.64E-05,9.23E-05,-0.00026099,-0.00016272,-1.84E-05,-0.00017717,4.03E-05,0.00029109,0.00013122,-0.00089675,-0.0001627,-0.00079739,0.0010812,-0.00092723,-0.00061396,6.07E-09,1.35E-09,7.83E-09,9.48E-10,7.27E-09,5.40E-09,2.50E-09,4.86E-10,3.61E-09,7.51E-10,2.78E-09,4.68E-09,9.90E-09,9.79E-09,5.33E-09,0.00077295,1
0.00045109,-4.27E-05,0.0012552,8.55E-05,0.00023434,0.0012184,0.0006616,-0.00077481,0.00048326,-7.77E-05,-5.90E-05,0.00036568,-0.00023971,0.00020571,-0.00087104,8.47E-09,7.83E-09,7.95E-09,8.33E-10,8.66E-09,2.14E-09,8.29E-09,3.09E-09,1.04E-09,8.92E-09,6.40E-09,1.46E-09,5.86E-11,8.51E-09,3.41E-11,-0.00022935,1
0.0010458,-0.00050305,0.00038659,-0.00049007,0.00018238,0.00011576,-0.0010107,0.00087684,-0.00034311,-0.00048407,-0.00024061,0.00035182,-0.0012505,0.00064372,-0.00047006,4.66E-09,5.19E-09,9.94E-09,7.46E-09,4.88E-09,4.74E-09,4.04E-09,2.43E-09,7.26E-09,5.34E-09,5.74E-09,2.26E-09,3.02E-09,9.60E-09,5.89E-10,-0.0013248,0
0.00020575,0.00015301,0.00077642,0.00091884,0.00016328,0.00080352,0.001101,-0.00021028,0.00049829,0.00034819,-0.00043936,-0.00017463,0.00077763,-0.00074611,0.0006143,2.33E-09,2.82E-09,4.35E-09,1.23E-09,5.79E-10,5.26E-09,8.00E-09,2.01E-09,2.16E-10,5.57E-09,3.77E-09,2.36E-09,9.23E-09,1.56E-09,7.61E-09,0.00030613,1
-1.16E-05,-0.00026508,-0.0012608,0.00032281,-0.00046672,3.34E-05,-0.00090626,0.00022327,-0.00028854,-0.00048154,-0.00030638,0.00050692,-0.00068123,-0.00042089,-1.40E-06,9.48E-09,8.45E-09,2.80E-09,7.21E-09,5.12E-09,4.50E-09,1.77E-09,4.72E-09,3.14E-09,9.94E-09,3.51E-09,2.95E-09,7.31E-09,5.25E-09,7.31E-09,-0.00095323,0
8.21E-05,-0.00041651,-0.00010748,0.00024971,0.00051683,-0.00086093,-0.00081321,-4.66E-05,-0.0010401,-1.59E-05,-0.00030654,-0.00065887,0.00035449,0.00020225,-0.00046782,9.95E-09,2.35E-09,5.83E-09,4.66E-09,8.82E-09,9.26E-09,9.70E-09,1.17E-10,8.33E-09,2.75E-09,3.58E-09,4.32E-09,3.48E-09,1.03E-09,4.12E-09,1.96E-05,0
-0.00012251,0.00079007,5.18E-05,6.85E-05,0.00067593,2.58E-06,-7.42E-05,3.74E-06,0.0003393,7.15E-05,-0.00021294,-0.00089761,0.00080804,0.00015235,0.00042905,6.35E-09,2.74E-09,8.02E-10,1.16E-09,3.60E-09,8.56E-09,3.15E-09,2.14E-09,3.07E-09,5.01E-10,8.02E-10,6.45E-09,7.11E-09,7.02E-09,8.81E-09,0.00071377,0
-3.87E-05,0.00028213,0.00045624,0.00059219,0.00050905,0.00027134,-0.0015271,-8.72E-05,0.0006091,0.0005145,0.00076898,0.00055057,0.00010695,0.00031574,0.00045641,5.65E-09,7.88E-09,4.62E-09,2.05E-09,2.52E-09,1.67E-09,6.42E-09,6.69E-09,4.99E-09,3.28E-09,1.41E-09,4.44E-09,5.87E-09,9.16E-09,2.27E-10,0.0008951,1
-0.00020643,-8.85E-05,0.0010108,-0.0016014,-0.00095491,-0.00039495,0.00012333,-0.0010186,0.0012417,-0.0013482,0.00024505,-0.00058553,0.00061931,4.86E-05,5.83E-05,2.92E-09,3.58E-09,5.98E-09,6.13E-09,3.19E-09,2.37E-09,6.54E-09,7.31E-09,3.99E-09,4.98E-09,1.39E-09,1.65E-09,2.13E-10,1.78E-09,3.41E-09,0.00059404,1
